experiment_id,filename,run_index,algorithm,level_R,level_G,level_B,source
IMG_0035,189080.jpg,5,BDA-EHHO-VC-Calibrated,85,4,4,E4_singleobjective_attained_solution
IMG_0035,189080.jpg,5,HHO-VC,44,57,8,E4_singleobjective_attained_solution
IMG_0035,189080.jpg,5,EHHO-VC,86,107,8,E4_singleobjective_attained_solution
IMG_0035,189080.jpg,5,BEHHO-VC-Calibrated,64,2,8,E4_singleobjective_attained_solution
IMG_0035,189080.jpg,5,MO-BDA-EHHO-VC,26,2,29,E4_MO_equal_weight_compromise
IMG_0036,19021.jpg,1,EHHO-VC,134,178,79,E4_singleobjective_attained_solution
IMG_0036,19021.jpg,1,BEHHO-VC-Calibrated,141,147,4,E4_singleobjective_attained_solution
IMG_0036,19021.jpg,1,HHO-VC,134,173,102,E4_singleobjective_attained_solution
IMG_0036,19021.jpg,1,BDA-EHHO-VC-Calibrated,136,138,4,E4_singleobjective_attained_solution
IMG_0036,19021.jpg,1,MO-BDA-EHHO-VC,25,60,56,E4_MO_equal_weight_compromise
IMG_0036,19021.jpg,2,BEHHO-VC-Calibrated,2,2,18,E4_singleobjective_attained_solution
IMG_0036,19021.jpg,2,BDA-EHHO-VC-Calibrated,86,101,18,E4_singleobjective_attained_solution
IMG_0036,19021.jpg,2,HHO-VC,2,3,9,E4_singleobjective_attained_solution
IMG_0036,19021.jpg,2,EHHO-VC,3,3,9,E4_singleobjective_attained_solution
IMG_0036,19021.jpg,2,MO-BDA-EHHO-VC,18,52,39,E4_MO_equal_weight_compromise
IMG_0036,19021.jpg,3,HHO-VC,2,27,32,E4_singleobjective_attained_solution
IMG_0036,19021.jpg,3,BDA-EHHO-VC-Calibrated,2,116,35,E4_singleobjective_attained_solution
IMG_0036,19021.jpg,3,EHHO-VC,2,52,31,E4_singleobjective_attained_solution
IMG_0036,19021.jpg,3,BEHHO-VC-Calibrated,2,21,35,E4_singleobjective_attained_solution
IMG_0036,19021.jpg,3,MO-BDA-EHHO-VC,16,9,26,E4_MO_equal_weight_compromise
IMG_0036,19021.jpg,4,EHHO-VC,179,2,2,E4_singleobjective_attained_solution
IMG_0036,19021.jpg,4,HHO-VC,179,2,2,E4_singleobjective_attained_solution
IMG_0036,19021.jpg,4,BEHHO-VC-Calibrated,192,2,2,E4_singleobjective_attained_solution
IMG_0036,19021.jpg,4,BDA-EHHO-VC-Calibrated,88,2,2,E4_singleobjective_attained_solution
IMG_0036,19021.jpg,4,MO-BDA-EHHO-VC,4,48,16,E4_MO_equal_weight_compromise
IMG_0036,19021.jpg,5,BDA-EHHO-VC-Calibrated,244,238,34,E4_singleobjective_attained_solution
IMG_0036,19021.jpg,5,HHO-VC,254,253,62,E4_singleobjective_attained_solution
IMG_0036,19021.jpg,5,EHHO-VC,226,228,62,E4_singleobjective_attained_solution
IMG_0036,19021.jpg,5,BEHHO-VC-Calibrated,254,229,15,E4_singleobjective_attained_solution
IMG_0036,19021.jpg,5,MO-BDA-EHHO-VC,2,22,38,E4_MO_equal_weight_compromise
IMG_0037,196073.jpg,1,BEHHO-VC-Calibrated,32,141,224,E4_singleobjective_attained_solution
IMG_0037,196073.jpg,1,HHO-VC,32,105,94,E4_singleobjective_attained_solution
IMG_0037,196073.jpg,1,EHHO-VC,32,106,94,E4_singleobjective_attained_solution
IMG_0037,196073.jpg,1,BDA-EHHO-VC-Calibrated,2,200,93,E4_singleobjective_attained_solution
IMG_0037,196073.jpg,1,MO-BDA-EHHO-VC,4,18,81,E4_MO_equal_weight_compromise
IMG_0037,196073.jpg,2,EHHO-VC,250,6,112,E4_singleobjective_attained_solution
IMG_0037,196073.jpg,2,BDA-EHHO-VC-Calibrated,156,8,93,E4_singleobjective_attained_solution
IMG_0037,196073.jpg,2,HHO-VC,250,6,94,E4_singleobjective_attained_solution
IMG_0037,196073.jpg,2,BEHHO-VC-Calibrated,249,112,95,E4_singleobjective_attained_solution
IMG_0037,196073.jpg,2,MO-BDA-EHHO-VC,31,55,38,E4_MO_equal_weight_compromise
IMG_0037,196073.jpg,3,BDA-EHHO-VC-Calibrated,233,149,254,E4_singleobjective_attained_solution
IMG_0037,196073.jpg,3,HHO-VC,255,255,255,E4_singleobjective_attained_solution
IMG_0037,196073.jpg,3,BEHHO-VC-Calibrated,255,255,251,E4_singleobjective_attained_solution
IMG_0037,196073.jpg,3,EHHO-VC,255,255,255,E4_singleobjective_attained_solution
IMG_0037,196073.jpg,3,MO-BDA-EHHO-VC,20,71,195,E4_MO_equal_weight_compromise
IMG_0037,196073.jpg,4,BEHHO-VC-Calibrated,208,2,2,E4_singleobjective_attained_solution
IMG_0037,196073.jpg,4,HHO-VC,88,2,2,E4_singleobjective_attained_solution
IMG_0037,196073.jpg,4,EHHO-VC,88,2,2,E4_singleobjective_attained_solution
IMG_0037,196073.jpg,4,BDA-EHHO-VC-Calibrated,96,40,2,E4_singleobjective_attained_solution
IMG_0037,196073.jpg,4,MO-BDA-EHHO-VC,33,152,161,E4_MO_equal_weight_compromise
IMG_0037,196073.jpg,5,BDA-EHHO-VC-Calibrated,142,17,4,E4_singleobjective_attained_solution
IMG_0037,196073.jpg,5,HHO-VC,123,135,4,E4_singleobjective_attained_solution
IMG_0037,196073.jpg,5,BEHHO-VC-Calibrated,26,8,4,E4_singleobjective_attained_solution
IMG_0037,196073.jpg,5,EHHO-VC,123,135,4,E4_singleobjective_attained_solution
IMG_0037,196073.jpg,5,MO-BDA-EHHO-VC,21,56,9,E4_MO_equal_weight_compromise
IMG_0038,197017.jpg,1,EHHO-VC,9,200,151,E4_singleobjective_attained_solution
IMG_0038,197017.jpg,1,BEHHO-VC-Calibrated,9,2,160,E4_singleobjective_attained_solution
IMG_0038,197017.jpg,1,HHO-VC,9,199,158,E4_singleobjective_attained_solution
IMG_0038,197017.jpg,1,BDA-EHHO-VC-Calibrated,9,40,18,E4_singleobjective_attained_solution
IMG_0038,197017.jpg,1,MO-BDA-EHHO-VC,59,85,7,E4_MO_equal_weight_compromise
IMG_0038,197017.jpg,2,BEHHO-VC-Calibrated,2,2,227,E4_singleobjective_attained_solution
IMG_0038,197017.jpg,2,HHO-VC,236,3,13,E4_singleobjective_attained_solution
IMG_0038,197017.jpg,2,BDA-EHHO-VC-Calibrated,3,2,168,E4_singleobjective_attained_solution
IMG_0038,197017.jpg,2,EHHO-VC,252,3,13,E4_singleobjective_attained_solution
IMG_0038,197017.jpg,2,MO-BDA-EHHO-VC,4,23,33,E4_MO_equal_weight_compromise
IMG_0038,197017.jpg,3,EHHO-VC,147,5,5,E4_singleobjective_attained_solution
IMG_0038,197017.jpg,3,HHO-VC,140,2,2,E4_singleobjective_attained_solution
IMG_0038,197017.jpg,3,BEHHO-VC-Calibrated,130,100,4,E4_singleobjective_attained_solution
IMG_0038,197017.jpg,3,BDA-EHHO-VC-Calibrated,8,5,5,E4_singleobjective_attained_solution
IMG_0038,197017.jpg,3,MO-BDA-EHHO-VC,20,10,40,E4_MO_equal_weight_compromise
IMG_0038,197017.jpg,4,BEHHO-VC-Calibrated,2,3,64,E4_singleobjective_attained_solution
IMG_0038,197017.jpg,4,EHHO-VC,3,5,12,E4_singleobjective_attained_solution
IMG_0038,197017.jpg,4,HHO-VC,3,5,12,E4_singleobjective_attained_solution
IMG_0038,197017.jpg,4,BDA-EHHO-VC-Calibrated,72,4,69,E4_singleobjective_attained_solution
IMG_0038,197017.jpg,4,MO-BDA-EHHO-VC,65,72,14,E4_MO_equal_weight_compromise
IMG_0038,197017.jpg,5,BEHHO-VC-Calibrated,64,2,2,E4_singleobjective_attained_solution
IMG_0038,197017.jpg,5,BDA-EHHO-VC-Calibrated,228,3,188,E4_singleobjective_attained_solution
IMG_0038,197017.jpg,5,EHHO-VC,249,2,2,E4_singleobjective_attained_solution
IMG_0038,197017.jpg,5,HHO-VC,249,2,2,E4_singleobjective_attained_solution
IMG_0038,197017.jpg,5,MO-BDA-EHHO-VC,134,11,34,E4_MO_equal_weight_compromise
IMG_0039,208001.jpg,1,BDA-EHHO-VC-Calibrated,235,116,45,E4_singleobjective_attained_solution
IMG_0039,208001.jpg,1,BEHHO-VC-Calibrated,188,122,20,E4_singleobjective_attained_solution
IMG_0039,208001.jpg,1,HHO-VC,151,142,35,E4_singleobjective_attained_solution
IMG_0039,208001.jpg,1,EHHO-VC,150,140,35,E4_singleobjective_attained_solution
IMG_0039,208001.jpg,1,MO-BDA-EHHO-VC,21,64,2,E4_MO_equal_weight_compromise
IMG_0039,208001.jpg,2,HHO-VC,7,77,177,E4_singleobjective_attained_solution
IMG_0039,208001.jpg,2,BEHHO-VC-Calibrated,2,2,128,E4_singleobjective_attained_solution
IMG_0039,208001.jpg,2,EHHO-VC,4,77,161,E4_singleobjective_attained_solution
IMG_0039,208001.jpg,2,BDA-EHHO-VC-Calibrated,82,2,159,E4_singleobjective_attained_solution
IMG_0039,208001.jpg,2,MO-BDA-EHHO-VC,16,6,2,E4_MO_equal_weight_compromise
IMG_0039,208001.jpg,3,EHHO-VC,184,143,61,E4_singleobjective_attained_solution
IMG_0039,208001.jpg,3,HHO-VC,247,179,77,E4_singleobjective_attained_solution
IMG_0039,208001.jpg,3,BDA-EHHO-VC-Calibrated,186,108,4,E4_singleobjective_attained_solution
IMG_0039,208001.jpg,3,BEHHO-VC-Calibrated,223,201,11,E4_singleobjective_attained_solution
IMG_0039,208001.jpg,3,MO-BDA-EHHO-VC,74,14,18,E4_MO_equal_weight_compromise
IMG_0039,208001.jpg,4,HHO-VC,14,3,2,E4_singleobjective_attained_solution
IMG_0039,208001.jpg,4,BDA-EHHO-VC-Calibrated,179,8,35,E4_singleobjective_attained_solution
IMG_0039,208001.jpg,4,EHHO-VC,14,3,2,E4_singleobjective_attained_solution
IMG_0039,208001.jpg,4,BEHHO-VC-Calibrated,20,8,2,E4_singleobjective_attained_solution
IMG_0039,208001.jpg,4,MO-BDA-EHHO-VC,40,14,9,E4_MO_equal_weight_compromise
IMG_0039,208001.jpg,5,EHHO-VC,16,102,12,E4_singleobjective_attained_solution
IMG_0039,208001.jpg,5,HHO-VC,16,102,12,E4_singleobjective_attained_solution
IMG_0039,208001.jpg,5,BEHHO-VC-Calibrated,61,167,38,E4_singleobjective_attained_solution
IMG_0039,208001.jpg,5,BDA-EHHO-VC-Calibrated,32,91,39,E4_singleobjective_attained_solution
IMG_0039,208001.jpg,5,MO-BDA-EHHO-VC,17,9,9,E4_MO_equal_weight_compromise
IMG_0040,210088.jpg,1,EHHO-VC,162,13,116,E4_singleobjective_attained_solution
IMG_0040,210088.jpg,1,HHO-VC,158,7,97,E4_singleobjective_attained_solution
IMG_0040,210088.jpg,1,BDA-EHHO-VC-Calibrated,168,16,22,E4_singleobjective_attained_solution
IMG_0040,210088.jpg,1,BEHHO-VC-Calibrated,240,15,11,E4_singleobjective_attained_solution
IMG_0040,210088.jpg,1,MO-BDA-EHHO-VC,16,2,24,E4_MO_equal_weight_compromise
IMG_0040,210088.jpg,2,BEHHO-VC-Calibrated,2,2,8,E4_singleobjective_attained_solution
IMG_0040,210088.jpg,2,EHHO-VC,3,3,8,E4_singleobjective_attained_solution
IMG_0040,210088.jpg,2,BDA-EHHO-VC-Calibrated,2,45,23,E4_singleobjective_attained_solution
IMG_0040,210088.jpg,2,HHO-VC,2,6,8,E4_singleobjective_attained_solution
IMG_0040,210088.jpg,2,MO-BDA-EHHO-VC,21,38,19,E4_MO_equal_weight_compromise
IMG_0040,210088.jpg,3,BDA-EHHO-VC-Calibrated,72,240,162,E4_singleobjective_attained_solution
IMG_0040,210088.jpg,3,BEHHO-VC-Calibrated,7,212,164,E4_singleobjective_attained_solution
IMG_0040,210088.jpg,3,EHHO-VC,73,139,241,E4_singleobjective_attained_solution
IMG_0040,210088.jpg,3,HHO-VC,74,139,242,E4_singleobjective_attained_solution
IMG_0040,210088.jpg,3,MO-BDA-EHHO-VC,2,22,33,E4_MO_equal_weight_compromise
IMG_0040,210088.jpg,4,BDA-EHHO-VC-Calibrated,140,47,238,E4_singleobjective_attained_solution
IMG_0040,210088.jpg,4,HHO-VC,153,128,133,E4_singleobjective_attained_solution
IMG_0040,210088.jpg,4,EHHO-VC,144,120,123,E4_singleobjective_attained_solution
IMG_0040,210088.jpg,4,BEHHO-VC-Calibrated,219,4,182,E4_singleobjective_attained_solution
IMG_0040,210088.jpg,4,MO-BDA-EHHO-VC,8,2,36,E4_MO_equal_weight_compromise
IMG_0040,210088.jpg,5,BEHHO-VC-Calibrated,2,18,39,E4_singleobjective_attained_solution
IMG_0040,210088.jpg,5,EHHO-VC,2,9,20,E4_singleobjective_attained_solution
IMG_0040,210088.jpg,5,BDA-EHHO-VC-Calibrated,2,88,18,E4_singleobjective_attained_solution
IMG_0040,210088.jpg,5,HHO-VC,2,2,27,E4_singleobjective_attained_solution
IMG_0040,210088.jpg,5,MO-BDA-EHHO-VC,36,46,15,E4_MO_equal_weight_compromise
IMG_0041,21077.jpg,1,BEHHO-VC-Calibrated,8,2,41,E4_singleobjective_attained_solution
IMG_0041,21077.jpg,1,EHHO-VC,11,2,2,E4_singleobjective_attained_solution
IMG_0041,21077.jpg,1,BDA-EHHO-VC-Calibrated,6,2,169,E4_singleobjective_attained_solution
IMG_0041,21077.jpg,1,HHO-VC,11,2,2,E4_singleobjective_attained_solution
IMG_0041,21077.jpg,1,MO-BDA-EHHO-VC,24,11,62,E4_MO_equal_weight_compromise
IMG_0041,21077.jpg,2,HHO-VC,2,2,2,E4_singleobjective_attained_solution
IMG_0041,21077.jpg,2,BDA-EHHO-VC-Calibrated,2,170,234,E4_singleobjective_attained_solution
IMG_0041,21077.jpg,2,EHHO-VC,5,5,4,E4_singleobjective_attained_solution
IMG_0041,21077.jpg,2,BEHHO-VC-Calibrated,5,196,2,E4_singleobjective_attained_solution
IMG_0041,21077.jpg,2,MO-BDA-EHHO-VC,130,11,17,E4_MO_equal_weight_compromise
IMG_0041,21077.jpg,3,EHHO-VC,5,77,5,E4_singleobjective_attained_solution
IMG_0041,21077.jpg,3,BEHHO-VC-Calibrated,22,202,2,E4_singleobjective_attained_solution
IMG_0041,21077.jpg,3,BDA-EHHO-VC-Calibrated,72,218,5,E4_singleobjective_attained_solution
IMG_0041,21077.jpg,3,HHO-VC,5,50,5,E4_singleobjective_attained_solution
IMG_0041,21077.jpg,3,MO-BDA-EHHO-VC,68,66,42,E4_MO_equal_weight_compromise
IMG_0041,21077.jpg,4,BEHHO-VC-Calibrated,2,8,8,E4_singleobjective_attained_solution
IMG_0041,21077.jpg,4,EHHO-VC,14,144,123,E4_singleobjective_attained_solution
IMG_0041,21077.jpg,4,BDA-EHHO-VC-Calibrated,2,8,152,E4_singleobjective_attained_solution
IMG_0041,21077.jpg,4,HHO-VC,14,156,123,E4_singleobjective_attained_solution
IMG_0041,21077.jpg,4,MO-BDA-EHHO-VC,13,2,50,E4_MO_equal_weight_compromise
IMG_0041,21077.jpg,5,EHHO-VC,7,107,116,E4_singleobjective_attained_solution
IMG_0041,21077.jpg,5,BDA-EHHO-VC-Calibrated,127,64,17,E4_singleobjective_attained_solution
IMG_0041,21077.jpg,5,BEHHO-VC-Calibrated,31,51,47,E4_singleobjective_attained_solution
IMG_0041,21077.jpg,5,HHO-VC,7,112,120,E4_singleobjective_attained_solution
IMG_0041,21077.jpg,5,MO-BDA-EHHO-VC,152,62,30,E4_MO_equal_weight_compromise
IMG_0042,216081.jpg,1,EHHO-VC,6,117,10,E4_singleobjective_attained_solution
IMG_0042,216081.jpg,1,HHO-VC,6,117,10,E4_singleobjective_attained_solution
IMG_0042,216081.jpg,1,BEHHO-VC-Calibrated,14,2,23,E4_singleobjective_attained_solution
IMG_0042,216081.jpg,1,BDA-EHHO-VC-Calibrated,141,2,10,E4_singleobjective_attained_solution
IMG_0042,216081.jpg,1,MO-BDA-EHHO-VC,9,4,16,E4_MO_equal_weight_compromise
IMG_0042,216081.jpg,2,EHHO-VC,2,249,41,E4_singleobjective_attained_solution
IMG_0042,216081.jpg,2,BEHHO-VC-Calibrated,2,179,38,E4_singleobjective_attained_solution
IMG_0042,216081.jpg,2,BDA-EHHO-VC-Calibrated,4,249,43,E4_singleobjective_attained_solution
IMG_0042,216081.jpg,2,HHO-VC,2,255,41,E4_singleobjective_attained_solution
IMG_0042,216081.jpg,2,MO-BDA-EHHO-VC,20,20,25,E4_MO_equal_weight_compromise
IMG_0042,216081.jpg,3,EHHO-VC,70,20,4,E4_singleobjective_attained_solution
IMG_0042,216081.jpg,3,BEHHO-VC-Calibrated,16,8,4,E4_singleobjective_attained_solution
IMG_0042,216081.jpg,3,BDA-EHHO-VC-Calibrated,80,20,4,E4_singleobjective_attained_solution
IMG_0042,216081.jpg,3,HHO-VC,95,26,4,E4_singleobjective_attained_solution
IMG_0042,216081.jpg,3,MO-BDA-EHHO-VC,50,2,17,E4_MO_equal_weight_compromise
IMG_0042,216081.jpg,4,HHO-VC,115,38,57,E4_singleobjective_attained_solution
IMG_0042,216081.jpg,4,EHHO-VC,49,17,26,E4_singleobjective_attained_solution
IMG_0042,216081.jpg,4,BDA-EHHO-VC-Calibrated,59,226,66,E4_singleobjective_attained_solution
IMG_0042,216081.jpg,4,BEHHO-VC-Calibrated,51,78,22,E4_singleobjective_attained_solution
IMG_0042,216081.jpg,4,MO-BDA-EHHO-VC,2,65,24,E4_MO_equal_weight_compromise
IMG_0042,216081.jpg,5,BDA-EHHO-VC-Calibrated,214,228,8,E4_singleobjective_attained_solution
IMG_0042,216081.jpg,5,HHO-VC,2,117,2,E4_singleobjective_attained_solution
IMG_0042,216081.jpg,5,EHHO-VC,2,122,2,E4_singleobjective_attained_solution
IMG_0042,216081.jpg,5,BEHHO-VC-Calibrated,20,178,8,E4_singleobjective_attained_solution
IMG_0042,216081.jpg,5,MO-BDA-EHHO-VC,17,33,8,E4_MO_equal_weight_compromise
IMG_0043,219090.jpg,1,EHHO-VC,169,95,2,E4_singleobjective_attained_solution
IMG_0043,219090.jpg,1,BDA-EHHO-VC-Calibrated,40,92,2,E4_singleobjective_attained_solution
IMG_0043,219090.jpg,1,BEHHO-VC-Calibrated,2,92,2,E4_singleobjective_attained_solution
IMG_0043,219090.jpg,1,HHO-VC,6,19,2,E4_singleobjective_attained_solution
IMG_0043,219090.jpg,1,MO-BDA-EHHO-VC,9,4,16,E4_MO_equal_weight_compromise
IMG_0043,219090.jpg,2,EHHO-VC,178,203,52,E4_singleobjective_attained_solution
IMG_0043,219090.jpg,2,BDA-EHHO-VC-Calibrated,247,247,53,E4_singleobjective_attained_solution
IMG_0043,219090.jpg,2,BEHHO-VC-Calibrated,251,246,24,E4_singleobjective_attained_solution
IMG_0043,219090.jpg,2,HHO-VC,178,203,52,E4_singleobjective_attained_solution
IMG_0043,219090.jpg,2,MO-BDA-EHHO-VC,4,58,18,E4_MO_equal_weight_compromise
IMG_0043,219090.jpg,3,BEHHO-VC-Calibrated,7,2,2,E4_singleobjective_attained_solution
IMG_0043,219090.jpg,3,HHO-VC,194,2,2,E4_singleobjective_attained_solution
IMG_0043,219090.jpg,3,BDA-EHHO-VC-Calibrated,190,3,62,E4_singleobjective_attained_solution
IMG_0043,219090.jpg,3,EHHO-VC,191,2,2,E4_singleobjective_attained_solution
IMG_0043,219090.jpg,3,MO-BDA-EHHO-VC,9,17,2,E4_MO_equal_weight_compromise
IMG_0043,219090.jpg,4,BEHHO-VC-Calibrated,83,128,2,E4_singleobjective_attained_solution
IMG_0043,219090.jpg,4,EHHO-VC,85,61,2,E4_singleobjective_attained_solution
IMG_0043,219090.jpg,4,BDA-EHHO-VC-Calibrated,204,72,15,E4_singleobjective_attained_solution
IMG_0043,219090.jpg,4,HHO-VC,51,31,2,E4_singleobjective_attained_solution
IMG_0043,219090.jpg,4,MO-BDA-EHHO-VC,33,20,21,E4_MO_equal_weight_compromise
IMG_0043,219090.jpg,5,EHHO-VC,2,4,2,E4_singleobjective_attained_solution
IMG_0043,219090.jpg,5,HHO-VC,146,212,84,E4_singleobjective_attained_solution
IMG_0043,219090.jpg,5,BEHHO-VC-Calibrated,144,8,2,E4_singleobjective_attained_solution
IMG_0043,219090.jpg,5,BDA-EHHO-VC-Calibrated,146,212,149,E4_singleobjective_attained_solution
IMG_0043,219090.jpg,5,MO-BDA-EHHO-VC,9,77,69,E4_MO_equal_weight_compromise
IMG_0044,220075.jpg,1,BDA-EHHO-VC-Calibrated,8,201,2,E4_singleobjective_attained_solution
IMG_0044,220075.jpg,1,HHO-VC,7,7,2,E4_singleobjective_attained_solution
IMG_0044,220075.jpg,1,BEHHO-VC-Calibrated,8,2,2,E4_singleobjective_attained_solution
IMG_0044,220075.jpg,1,EHHO-VC,7,7,2,E4_singleobjective_attained_solution
IMG_0044,220075.jpg,1,MO-BDA-EHHO-VC,45,50,33,E4_MO_equal_weight_compromise
IMG_0044,220075.jpg,2,BEHHO-VC-Calibrated,247,37,145,E4_singleobjective_attained_solution
IMG_0044,220075.jpg,2,EHHO-VC,203,46,149,E4_singleobjective_attained_solution
IMG_0044,220075.jpg,2,HHO-VC,197,45,145,E4_singleobjective_attained_solution
IMG_0044,220075.jpg,2,BDA-EHHO-VC-Calibrated,31,10,145,E4_singleobjective_attained_solution
IMG_0044,220075.jpg,2,MO-BDA-EHHO-VC,102,4,67,E4_MO_equal_weight_compromise
IMG_0044,220075.jpg,3,BDA-EHHO-VC-Calibrated,27,137,2,E4_singleobjective_attained_solution
IMG_0044,220075.jpg,3,EHHO-VC,2,7,2,E4_singleobjective_attained_solution
IMG_0044,220075.jpg,3,HHO-VC,2,7,2,E4_singleobjective_attained_solution
IMG_0044,220075.jpg,3,BEHHO-VC-Calibrated,255,73,2,E4_singleobjective_attained_solution
IMG_0044,220075.jpg,3,MO-BDA-EHHO-VC,22,8,23,E4_MO_equal_weight_compromise
IMG_0044,220075.jpg,4,BEHHO-VC-Calibrated,86,238,41,E4_singleobjective_attained_solution
IMG_0044,220075.jpg,4,EHHO-VC,107,255,255,E4_singleobjective_attained_solution
IMG_0044,220075.jpg,4,HHO-VC,107,234,249,E4_singleobjective_attained_solution
IMG_0044,220075.jpg,4,BDA-EHHO-VC-Calibrated,41,251,4,E4_singleobjective_attained_solution
IMG_0044,220075.jpg,4,MO-BDA-EHHO-VC,76,3,26,E4_MO_equal_weight_compromise
IMG_0044,220075.jpg,5,BDA-EHHO-VC-Calibrated,71,78,148,E4_singleobjective_attained_solution
IMG_0044,220075.jpg,5,BEHHO-VC-Calibrated,173,13,164,E4_singleobjective_attained_solution
IMG_0044,220075.jpg,5,EHHO-VC,215,13,139,E4_singleobjective_attained_solution
IMG_0044,220075.jpg,5,HHO-VC,244,13,151,E4_singleobjective_attained_solution
IMG_0044,220075.jpg,5,MO-BDA-EHHO-VC,4,20,36,E4_MO_equal_weight_compromise
IMG_0045,223061.jpg,1,BEHHO-VC-Calibrated,253,33,144,E4_singleobjective_attained_solution
IMG_0045,223061.jpg,1,BDA-EHHO-VC-Calibrated,9,33,162,E4_singleobjective_attained_solution
IMG_0045,223061.jpg,1,HHO-VC,162,52,172,E4_singleobjective_attained_solution
IMG_0045,223061.jpg,1,EHHO-VC,162,52,172,E4_singleobjective_attained_solution
IMG_0045,223061.jpg,1,MO-BDA-EHHO-VC,8,19,5,E4_MO_equal_weight_compromise
IMG_0045,223061.jpg,2,EHHO-VC,84,212,255,E4_singleobjective_attained_solution
IMG_0045,223061.jpg,2,HHO-VC,94,255,255,E4_singleobjective_attained_solution
IMG_0045,223061.jpg,2,BDA-EHHO-VC-Calibrated,6,225,248,E4_singleobjective_attained_solution
IMG_0045,223061.jpg,2,BEHHO-VC-Calibrated,75,245,247,E4_singleobjective_attained_solution
IMG_0045,223061.jpg,2,MO-BDA-EHHO-VC,41,50,16,E4_MO_equal_weight_compromise
IMG_0045,223061.jpg,3,BDA-EHHO-VC-Calibrated,244,255,50,E4_singleobjective_attained_solution
IMG_0045,223061.jpg,3,HHO-VC,236,239,25,E4_singleobjective_attained_solution
IMG_0045,223061.jpg,3,BEHHO-VC-Calibrated,3,255,111,E4_singleobjective_attained_solution
IMG_0045,223061.jpg,3,EHHO-VC,3,255,57,E4_singleobjective_attained_solution
IMG_0045,223061.jpg,3,MO-BDA-EHHO-VC,3,38,76,E4_MO_equal_weight_compromise
IMG_0045,223061.jpg,4,HHO-VC,17,227,186,E4_singleobjective_attained_solution
IMG_0045,223061.jpg,4,BDA-EHHO-VC-Calibrated,64,208,9,E4_singleobjective_attained_solution
IMG_0045,223061.jpg,4,BEHHO-VC-Calibrated,41,237,36,E4_singleobjective_attained_solution
IMG_0045,223061.jpg,4,EHHO-VC,16,222,162,E4_singleobjective_attained_solution
IMG_0045,223061.jpg,4,MO-BDA-EHHO-VC,43,36,27,E4_MO_equal_weight_compromise
IMG_0045,223061.jpg,5,HHO-VC,4,3,3,E4_singleobjective_attained_solution
IMG_0045,223061.jpg,5,BEHHO-VC-Calibrated,9,4,7,E4_singleobjective_attained_solution
IMG_0045,223061.jpg,5,EHHO-VC,4,4,4,E4_singleobjective_attained_solution
IMG_0045,223061.jpg,5,BDA-EHHO-VC-Calibrated,10,4,244,E4_singleobjective_attained_solution
IMG_0045,223061.jpg,5,MO-BDA-EHHO-VC,65,73,15,E4_MO_equal_weight_compromise
IMG_0046,227092.jpg,1,HHO-VC,18,2,16,E4_singleobjective_attained_solution
IMG_0046,227092.jpg,1,BDA-EHHO-VC-Calibrated,47,52,32,E4_singleobjective_attained_solution
IMG_0046,227092.jpg,1,EHHO-VC,18,2,16,E4_singleobjective_attained_solution
IMG_0046,227092.jpg,1,BEHHO-VC-Calibrated,50,64,16,E4_singleobjective_attained_solution
IMG_0046,227092.jpg,1,MO-BDA-EHHO-VC,119,22,43,E4_MO_equal_weight_compromise
IMG_0046,227092.jpg,2,BDA-EHHO-VC-Calibrated,2,2,70,E4_singleobjective_attained_solution
IMG_0046,227092.jpg,2,BEHHO-VC-Calibrated,2,2,65,E4_singleobjective_attained_solution
IMG_0046,227092.jpg,2,EHHO-VC,2,97,31,E4_singleobjective_attained_solution
IMG_0046,227092.jpg,2,HHO-VC,2,138,43,E4_singleobjective_attained_solution
IMG_0046,227092.jpg,2,MO-BDA-EHHO-VC,80,68,10,E4_MO_equal_weight_compromise
IMG_0046,227092.jpg,3,EHHO-VC,41,43,103,E4_singleobjective_attained_solution
IMG_0046,227092.jpg,3,HHO-VC,41,43,103,E4_singleobjective_attained_solution
IMG_0046,227092.jpg,3,BEHHO-VC-Calibrated,40,73,136,E4_singleobjective_attained_solution
